hateSpeech,counterSpeech,cnType,Target
"We should start a witch hunt against those LGBT people, they are just creating troubles.","Those are harmful words to use, don't you think? How would a witch hunt be acceptable in a democratic society?",Denouncing,LGBT+
"Migrants are just a bunch of criminals, they do not deserve our hospitality.",Many migrants come to this country to work and integrate. You would be very surprised if you talked to them about their experience here.,Informative,MIGRANTS
Fat people are a burden to society because of their unhealthy choices.,"The real problem is that, whether or not someone has 'chosen' to be obese is often not clear-cut, and when in doubt, society tends to condemn and shame.",Informative,other
"Islam is the most dreadful and brutal religion, because it causes death and despair more than other religions and creates nothing but trouble.","Religions also promote arts, sciences, help to develop the community. Islam is not an exception. It is not about death and despair.",Informative,MUSLIMS
The goverment is making law exclusively for black people. Affirmative action is just a tool for oppressing white people.,"Laws and policies are usually necessary for the progress of society. Governments often create laws and policies to stop crime, protect against poverty, protect the environment, etc. Protecting minorities is no exception.",Informative,POC
Muslims are not civilised and Europe does not want them.,"Is it civilised to think that millions of people from different countries, cultures, and traditions and branches of Islam? Would you think that about any other religion?",Denouncing,MUSLIMS
Why do so many people hate Muslims so much? It must be because they are different from us.,The combination of different religions has created new and valuable cultures and ideas that enrich lives.,Positive,MUSLIMS
Islam is a vindictive religion and promotes hate.,"The Quran says to ""love your enemies"", and not to hate them.Did you skip that bit?",Informative,MUSLIMS
Muslims have no place in civilised Europe.,They have lived here for centuries and they are part of our community.,Positive,MUSLIMS
Immigrants steal our jobs,There are many jobs that have disappeared. This does not imply that they disappeared because of immigration.,Informative,MIGRANTS
We cannot be associated with people who are unwilling to integrate.,"Some migrants have been extremely successful in integrating, so I don't see your point.",Informative,MIGRANTS
Allowing transgenders to use the toilet is a man's business,"If they simply identify as men, then surely it is a man's business.",Informative,LGBT+
We have been at war with Islam for a thousand years.,Who has? Nobody has been at war with an entire faith for a thousand years.,Informative,MUSLIMS
Muslims need to oppose child rapists instead of talking about islam all the time. This way they would be a peaceful religion.,"Rapism is banned in the Muslim community equally to our community! It is not true to say that Muslims do not care about such matters. They discuss it widely in their families, though not publicly.",Informative,MUSLIMS
"Children with Down Syndrome should be isolated, they cannot cope with education in normal schools.","When students are able to demonstrate that they are able to learn, to segragate students will produce the worst outcime for all converned.",Informative,DISABLED
Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?,What would Jesus say? I do not think He would be preaching intolerance and Hate!,Denouncing,MUSLIMS
Muslims are not civilised and Europe does not want them.,"Muslims are peace-loving, law-abiding and hard-working, contributing much to the UK economically and culturally.",Positive,MUSLIMS
Statistics say that 99% of muslims in the uk are so lazy that they do not want to work.,Provide facts.,Question,MUSLIMS
Women should not have rights over their bodies.,"Women are human, just like anybody else, and the rights of women should be respected.",Positive,WOMEN
This country is full of foreigners,"Actually, only the 7.7% of British population is born in a non-European state.",Informative,MIGRANTS
Muslims like to dominate and rape non-believers.,"Sorry but this is false. They are here to integrate, not to rape non-believers.",Informative,MUSLIMS
Women are subhuman and have no value.,"I think that it is both sexist and also dangerous to promote a certain view of women, which is why I don't think your idea can stand.",Denouncing,WOMEN
I wonder how many Asians would be willing to be slaves in the US to keep the lights on in black neighborhoods.,Silliness is not a bad thing if you know how to present it with a sense of humor. But this seems like nonsense to stir the pot with racist narrative.,Denouncing,POC
Jews are responsible for the 9/11 attacks.,I don't think this idea is true: since the 9/11 attacks were committed by al Qaeda extremists it doesn't seem fair to blame Jews.,Informative,JEWS
"If a woman does not want to be a homemaker, then she is a bitch.","It is not exclusively a woman's role to be the homemaker. What about men? If a man doesn't want to be a homemaker, is he a bitch?",Informative,WOMEN
Immigrants are always in the shadows because they want to pursue their own interests.,"I am not sure about their ""remaining in the shadows"" mentality, but they certainly have our nation's best interests in mind.",Positive,MIGRANTS
Women are subhuman.,"The suggestion that women are subhuman is completely without foundation, and a complete distortion of the whole issue.",Denouncing,WOMEN
Autistic folks are stupid.,"We should remember that a large part of humanity is not defined by physical or mental limitations, but rather by character, work ethic, and values.",Positive,DISABLED
I'm tired of people popping into other's apartment and starting yelling about diversity and human rights of black people. If you want to speak out and make a difference then get involved.,You know it's no secret that in our society white people are vastly over represented in high profile positions. The only way to challenge and fix this is by changing our priorities.,Positive,POC
"Islam - if we do not speak now, in a short time our words will be useless.",After tolerance comes acceptance - after acceptance comes love - we are halfway there! Christianity and Islam are united in preaching love now that is something to shout about.,Positive,MUSLIMS
Islam is not about peace. It is a violent religion.,"The problems you are referring to are the result of the spread of violent ideologies. Extremists are responsible, not Islam.",Informative,MUSLIMS
Muslims have no place in civilised Europe,"The whole concept of a ""civilised Europe"" as opposed to Muslims in this case, is a figment of the islamophobic imagination and therefore is totally unacceptable in the modern world.",Denouncing,MUSLIMS
Rape gangs are mostly made of Muslims they are commanded by the Koran and commit sexual violence on thousands of our girls. How can we tolerate this?,The Koran does not command this.,Informative,MUSLIMS
"Islam is not a peaceful religion, Islam is violent.",Violence is an aspect of radical terrorist groups. Islam is mostly practiced by peaceful Muslims.,Informative,MUSLIMS
"Women are not human, they are just children.",Women are human beings and must be treated with respect and dignity.,Positive,WOMEN
"Who the fuck is Breonna Taylor? A representative of the people, a nurse, or a front for the government?","Examining the resume of the victim will not help us to solve our problems. The whole problem is the culture of violence, discrimination and ignorance that is still prevalent in many parts of the country.",Informative,POC
"You think these Muslim cockroaches have won? No, now is time for bloody retribution!",Such dehumanising language against many people.,Denouncing,MUSLIMS
We are not allowed to celebrate Easter as a Christian festival for fear of offending Muslims.,"Yes, we are allowed to celebrate Easter as Muslims are allowed to celebrate Ramadan. No one is offending anyone here, why tehre is a need to create division?",Informative,MUSLIMS
I think that Ramadam will not prevent Muslims from committing terrorist attacks and sexual violence on our children.,Muslims criticize violence and terrorism as well. They even became victims of ISIS after they denounced ISIS for its violent actions.,Informative,MUSLIMS
London is invaded by Muslims. It is more Londinistan than London. #londonhasfallen.,Explain? Such offensive language and diversity is a strength.,Denouncing,MUSLIMS
"We should have a flaming punishment on these Muslims, before they win.",Didn't realise we were against each other. [insert number of Muslim doctors] seems like they're making Britain stronger.,Informative,MUSLIMS
Muslims are a problem for all other religions.,"Islam is an an independent and tolerant religion, a way of life that has been adopted and encouraged by Muslim communities worldwide for thousands of years. It shouldn't be a problem to others, in which ways do you think it is?",Informative,MUSLIMS
We're destroying the planet because women are incompetent and don't work hard enough.,"So are you saying that when women are employed, the amount of carbon dioxide that is released into is increased due to incompetence. What you are saying makes no sense!",Question,WOMEN
Faggots are ruining this country.,"No one is ""ruining this country"". Why would they? This is a country where minorities can be part of the social fabric and build a better society.",Positive,LGBT+
"There are persons being banned for condemning Islam and his beliefs, terrorism and rape gangs. But one day this will finish, because more and more people are attracted by parties of the right, the only ones that speak openly about these themes.",Hatred cannot be openly discussed and must be countered.,Denouncing,MUSLIMS
Almost all Muslims deliberately decide not to work.,This is demonstrably false. Muslims make up around 12% of unemployed people in the UK - the vast majority work hard and contribute to the UK economy.,Informative,MUSLIMS
Gays are degenerates.,Do you want to check their DNA? Do you want to cure them? I prefer all to be accepted as they are. I think the right thing to do is to live and let live.,Positive,LGBT+
"Islam is a cult and not a religion. They rape children, enslave and murder people, attack our values, and there is nothing good about it. It is incompatible with our way of life.",This is not true. How can you say that about 1.6 billion people?,Informative,MUSLIMS
All black people are rapists and child molesters.,"I would be interested to see where you got the statement from. Is it from your family, a close friend, a religious leader, or is it from a reputable academic or media source?",Informative,POC
"We are every day in constant danger, because Muslims can blow us all up. For this fact we should put all Muslims in a hole in the ground.",Or let's not. Let's stop fueling the war that brings more refugees here and integrate those that are here. Most people want a quiet happy life what ever their faith.,Informative,MUSLIMS
"You might say, Don't worry, only 5-10% of Muslims are extremists. Remember, in 1940 only 7% of Germans were Nazi's.",You cannot compare a faith of 1.6 billion to Nazi.,Denouncing,MUSLIMS
"If a girl has muslim parents, she is at risk of FGM!",Fgm is not a Muslim practice. It is a cultural practice that is often tied to religion as a way to justify it. Not all Muslims practice it and not all those that practice it are Muslim!,Informative,MUSLIMS
Almost all Muslims deliberately decide not to work.,Let's be honest a quick google search shows that simply isn't true. Please tell me where on earth you managed to drag up those stats from?,Question,MUSLIMS
Blacks are just a bunch of animals that only exist to destroy good white people.,Aren't those people raised as white supremacists much more harmful to a cohesive society?,Question,POC
There is no proscribed punishment for one who has sexual intercourse with an animal' Sunann Abu Dawud 38.4450.,I feel like you are grasping at straws here with your hate speech.,Denouncing,MUSLIMS
"Women are little more than animals, incapable of feeling love.","The truth is that the feelings of men and women are fundamentally similar, we just need to learn to love and to respect each other.",Positive,WOMEN
"I'm proud to be white, blacks are a disgrace to humanity.","You are not ashamed of your heritage, and that is good. But you should be ashamed of your discriminatory behaviour that is filling our society.",Denouncing,POC
If the Koran was published today it would be banned as hate speech.,Is it the compulsory acts of charity? Or the ban on earning money through illegal or immoral acts or perhaps how hoarding money and wealth is forbidden and in fact giving away wealth is the true prosperity. Just which of those are you worried about?,Denouncing,MUSLIMS
Everything will be better if Muslims did not exist. Their only contribute to our society is violence.,"Stats show Muslims are more likely to be victims of crime, not perpetrators. This kind of sentiment is false only serves to fuel hate crime against Muslims.",Informative,MUSLIMS
"Liberal ideas are wrong, they want us to think that Islam is good but in reality it is a cult about war and violence.",No. This is not true. How can you say this about an entire faith?,Denouncing,MUSLIMS
Islam is not a peaceful religion.,The vast majority of Muslims in the world are peaceful. Do you have any facts suppporting your argument?,Informative,MUSLIMS
"Islam and ISIS should go to hell. All Muslims should be immediately sent to their country, because they are all intolerant criminals. If we do so, Britain will be a safer place.",Saying that all people of certain religion are violent criminals does not make sense at all.,Denouncing,MUSLIMS
Muslim invasion is the new plague of London. They must be repatriated to their home countries!,Invasion? Don't you think this expression is slightly over dramatic? People simply want to live in one of the best cities in the world!,Informative,MUSLIMS
"Our women and girls are frequently victim of rapes, because our goverment brought Muslims in our country.",Girls and women do not face a bigger threat from Muslim's than from people of any other faith. Maybe what is more damaging is referring to them like objects that can be 'damaged' instead of people.,Denouncing,MUSLIMS
"Feminists say everything we need is in the female gender. This is false. 'Mankind' requires us 'man' first, even in the word spelling.",The problem with discrimination is not in male gender. It is that some think that women are weak and emotional. Those seem to have forgotten that we are all part of 'mankind'.,Informative,WOMEN
Muslims have no place in civilised Europe.,Why? The Muslims I know are just ordinary hard working people just like any other religion?,Positive,MUSLIMS
"Islam is incompatible with human nature: the weaker the enemy, the more vicious and violent his acts.","That is not true, Islam is a religion of love and compassion. Cruelty cannot be a part of that.",Positive,MUSLIMS
Mentally disabled people are incabable of education and should not be accepted in schools.,"If you really cared about people with mental health issues, you would be accepting them in schools. If you truly wanted to raise awareness of mental health issues, you should talk more about them, and not ban them.",Positive,DISABLED
"The time to eliminate Islam has come, because it is a murderous cult.","This feels like a 'Final solution' to me. Are you seriously suggesting the extermination of, what, 5% of the UK population? Get a grip.",Denouncing,MUSLIMS
I hate those fucking rasta nigga,Why do you have a dislike for a race? They are just like us but with different culture.,Denouncing,POC
Never break bread with a Quranimal. You risk catching HIV and/or Ebola.,Provided the basis for all Western scientific and philosophical knowledge?,Informative,MUSLIMS
Islam has no place in a modern democracy like the UK. It is incompatible with human dignity.,"It would be good to see different religions co-exist peacefully, and that is exactly what the West is trying to achieve.",Positive,MUSLIMS
"Our government forgot about our Christianity? For long time we fought Muslims, putting an end to their brutality. And now we support them? How could we do such a thing? Soldiers must solve this problem, because this is the real conflict.",What you said is an extreme case. One of the Islamic principle is to respect for human dignity. Islam condemns violence.,Informative,MUSLIMS
"Women are nothing but trouble in my opinion. I am tired of their whining, we must silence them forever.",You won't you agree that women are human beings with full human rights then?,Positive,WOMEN
The Nazis sucked at killing Jews… everywhere you look there’s a holocaust survivor.,"The holocaust was hugely tragic, and we are blessed to have holocaust survivors to hear from. They tell an important story that we must learn from.",Positive,JEWS
Lesbian women hate men and they are a bitches for this reason.,People can and should choose their own partners.,Positive,LGBT+
We need special laws to control Muslims.,Why should we? All religions are welcome here.,Positive,MUSLIMS
"Muslims should not exist in our modern world, because all that they do is violence.","Stats show Muslims are more likely to be victims of crime, not perpetrators. This kind of sentiment is false only serves to fuel hate crime against Muslims.",Informative,MUSLIMS
Homosexuals are sick. They should be isolated and confined.,"Unfortunately, it seems that you have prejudice against homosexuals. In the West, even if they are still stigmatized as deviant they can feel at home. Really, they are just trying to have normal loving relationships.",Positive,LGBT+
Islam is just a bestial cult of brainwashed lunatics who breed like rats.,"So, you say that highly educated Muslim doctors, researchers, teachers are brainwashed lunatics? Sorry, but you got this so wrong.",Denouncing,MUSLIMS
Refugees are a problem in our country. We are overwhelmed.,There have been a huge decrease in applications for asylum in UK in the last 15 years.,Informative,MIGRANTS
Western societies are too much civilised to welcome Muslims.,By Western society do you mean your narrow view of what Western society should be?,Denouncing,MUSLIMS
"All transgenders should leave our country, they are just a burden to society",All people should have the right to live their lives according to their feelings. They are entitled to their personal beliefs and opinions.,Positive,LGBT+
"Muslims and islamists are false people that pretend to be victims. In addition to that they criticize other cultures for using violence, although their religion professes that.",Individuals have always used religion as an excuse to justify violent acts but it has never been the cause. Islam is no different.,Informative,MUSLIMS
We are being invaded by immigrants.,"Some people choose to live here based on the fact that they have never lived in a safe country. You would do the same, wouldn't you?",Positive,MIGRANTS
Italy: Muslim demolishes a statue of Jesus. Italy: Why do we accept their Mosques? Why do we tolerate this scum? And they want to continue to import this filth?,"Because one person does not represent a whole religion, which one person today could reflect the whole of Christianity through their behaviour and belief?",Question,MUSLIMS
Gays are sick. They should be isolated and confined.,The medical community agrees that homosexuality is not a disease. Maybe you should check the facts.,Informative,LGBT+
We are not allowed to celebrate Easter as a Christian festival for fear of offending Muslims.,"No one is stopping you from celebrating Easter, nor are they offended by it.",Informative,MUSLIMS
"Muslims do not want to integrate, they want to impose sharia. And then they ask for respect! They are a problem!",Evidence for this? This is not true. How can you say this about an entire faith?,Question,MUSLIMS
Islam is a total scam.,How can you say something as crude and meaningless as that about a religion? Isn't it just a personal belief everyone should have the right to profess?,Denouncing,MUSLIMS
I hate migrants of all types.,Diversity of beliefs and different religions is a good thing.,Positive,MIGRANTS
"Muslims must be accused of raping innocent children and our girls. If we do not do something now, they will spread all over the world.",Did you miss 'Some.' from the beginning of this Tweet?,Question,MUSLIMS
"Let's face it fairly. Muslims are a problem in my opinion, they should go back where they came from.","If we exclude them from a country, we are not in a position to treat them fairly.",Positive,MUSLIMS
A recent poll confirm a thrid of Britons believe there is a 'fundamental clash' between Islam and 'British values'.,"Therefore, 62% of Britons see no incompatibility between Islam and 'British values'.",Informative,MUSLIMS
"Muslims are staining the world, they are sexual maniacs with psychopathic tendencies. They use their religion as an excuse!",This is not true. How can you say this about an entire faith? This is just hatred.,Denouncing,MUSLIMS
"When Islam hasn't arrived yet in England, things was good. Now we are full of muslim rapists and it is evident that sexual violence is jihad in England.",How many Muslim rapists are there? How many Britain rapists? Compare the numbers and make a conclusion for yourself!,Denouncing,MUSLIMS
"Muslims are behind 9/11, the Islam is to blame.","This is a comment against all Muslims. They are accused of being the ones behind those attacks, yet they happened due to people under the influence of the violent ideologies which are a deviation of Islam, and not Islam itself.",Informative,MUSLIMS
"Muslims are boring. They are all talk, no action. They speak English, but do nothing.","A lack of information about our fellow Muslim people, their different beliefs and ways of life is a major weakness in your argumentation and should be addressed.",Informative,MUSLIMS
I don't like migrants or Islam.,"You just don't know them: even if they are different from you, that doesn't mean that you can't get along with them once you get acquainted.",Positive,other
Immigration is mainly a British problem.,"Many of the people who immigrate to the UK come here to work, study or visit their family. They contribute greatly to the economy and pay taxes.",Informative,MIGRANTS
Immigrants are entering the U.S. just to obtain welfare and other benefits.,"Plot twist: Immigrants are entering the U.S. just to PAY welfare and other benefits to nativeborn citizens. In fact, most immigrants with lawful status are not entitled to federal public benefits, but Social Security is still often deducted from their paychecks.",Informative,MIGRANTS
Lesbian women dress like men.,"That's not how it works, lesbians can also be 'ladylike'. In fact sometimes they are coerced to be very cautious about how they dress, because - unfortunately - some of their outfits can be dangerous attracting hate and bullying.",Informative,LGBT+
In Birmingham there are Muslims shops that do not serve white people after 8pm.,"Try harder next time. It was graffiti, not a sign from the owners.",Informative,MUSLIMS
Fgm happens only to girls that have muslims parents!,The Muslim Council of Britain agrees that FGM is against Islamic teachings. Muslims disagree with FGM. Stop spreading negative stereotypes!,Informative,MUSLIMS
"If I cannot go to their countries and build a church, why should they come to our countries and build mosques?","Because we let people practise their religion here? Also, there a number of christian churches built in Pakistan so yes, we are allowed to build churches in Muslim countries too.",Informative,MUSLIMS
Muslims cannot add any value to our culture.,"Muslims contribute much to the UK, through their hard work and charitable activities.",Positive,MUSLIMS
Immigration is a big problem for UK.,"The UK has always been a melting pot of different cultures and religions. That diversity is what makes us a beautiful, diverse and happy nation. Diversity is good.",Positive,MIGRANTS
Feminism is a bad ideology that should be replaced by capitalism.,"Yes, so is capitalism per se more likely to provide for all the discriminated-against populations? And why do you think that the concept of 'feminism' is harmful?",Informative,WOMEN
Muslims have nothing to contribute to our society.,"How about the money they contribute to our economy, their expertise and knowledge, their culture, tasty food. Should I go on?",Positive,MUSLIMS
The Muslim invasion is a hoax concocted by the US government to subdue the world and create a global Muslim police state.,"How many people are being threatened by the police state that you speak of? What you're saying sounds like a conspirational theory, can you provide some facts?",Question,MUSLIMS
"They constantly say that their religion is a 'religion of peace', maybe because in reality it isn't.","Religion is an integral part of our society, surely it is a good thing that it preaches peace.",Positive,MUSLIMS
"Islam is camouflaged as a religion, but it has extremist doctrines. This false religion is spreading in our country. This is enough!",I only wish followers of all religions and none were more tolerant. For a tolerant Christian world there sure is a lot of discrimination and hate crime.,Denouncing,MUSLIMS
Since when has abusing the anus as a sex organ been a ‘monumental achievement’? THIS IS STATE ENFORCED HOMOSEXUALITY! Maybe we should change our motto to ‘In Usury and Sodomy we trust (In reply to Botswana decriminalising homosexuality),No-one is forcing anyone into practices they don't want to take part in here.,Denouncing,LGBT+
"The time to eliminate Islam has come, because it is a murderous cult.",Has history taught you nothing about this level of hatred?,Denouncing,MUSLIMS
"Islam is a totalitarian ideology that promotes rape, torture, murder and slavery.","There is no evidence for the statements you made, and the Koran does not advocate any of those actions.",Informative,MUSLIMS
It is a crime to be a Muslim.,There is no law forbidding you to be a Muslim. It is a human right to pursue whatever religion you wish.,Informative,MUSLIMS
migrants steal our jobs,"Asylum seekers often have short-term placements or work-related bursaries and it is therefore difficult to verify how many jobs can be ""stolen""",Informative,MIGRANTS
Children with learning difficulties are a problem: why shouldn't they be isolated?,"I don't know why you think this, if they are learning like other children and doing well in studies there is no problem.",Informative,DISABLED
"Muslims should not exist in our modern world, because all that they do is violence.","The vast majority of Muslims do not condone violence or rape. Don't believe the sensationalist media stories that focus on a select few extreme cases, and under-report on non-muslim crimes.",Informative,MUSLIMS
The situation is dramatic: British laws do not protect the victims of Muslim rapists! We need to make laws only for Muslims. We cannot do much because the politicians are totally surrendered to Islam.,"Could point to me a specific law for Muslim criminals? I cannot find one. It is not true that they are judged differently. In fact, immigrants are even more vulnerable in our society and are likely to be judged more severely.",Informative,MUSLIMS
Our national flag cannot be shown as it could annoy a Muslim.#fitinorfuckoff.,He got kicked out of MEN arena for peeing on the floor and punching security. Had nothing to do with his patriotic choice of attire.,Denouncing,MUSLIMS
"We should keep immigration down. The more immigrants there are, the harder it is for us all to be proud of our nations.","Perhaps we are too proud of our nations, to the point that we shame our brother-in-arms?",Positive,MIGRANTS
"Muslims are guilty in the sexual exploitation of children. Dirty filthy muslims terrorize our girls, today in Oxford, tomorrow everywhere.","I'd acknowledge that there is an issue in some of our towns with exploitation by men from a Pakistani Muslim heritage, but to label this as an exclusivewly Muslim problem is to ignore the scale and seriousness of the issue.",Informative,MUSLIMS
People that live in the West cannot live with Muslims.,"Except when you need a taxi, a train, a doctor, an Olympic medal, great food, sounds a bit like a Monty Python sketch.",Denouncing,MUSLIMS
"Islam is not a peaceful religion, rapes on children made by Muslims are copious, 10 people in a night, 100 in a week. In the meanwhile, the media does not speak about these facts.",The media is not ignoring those rape crimes. Those who commit the crimes are extremists. The majority of Muslims are peaceful and respect people. It is better we think about how we can prevent the crimes.,Positive,MUSLIMS
"I think that Muslims are fraudolent, because they do not oppose to ISIS or saudi human rights violations.",Because the act of one person or group is not reflective of an entire faith.,Informative,MUSLIMS
Women are little more than objects to be dominated by men.,Women are human beings and deserve respect.,Positive,WOMEN
I hate feminists. They are such a bunch of cry babies and unpleasant people.,"Feminism is a ideology and a movement for womens empowerment. It is not about hatred of men. Feminism is about equality. And equality is very important, is it not?",Informative,WOMEN
"Our government forgot about our Christianity? For long time we fought Muslims, putting an end to their brutality. And now we support them? How could we do such a thing? Soldiers must solve this problem, because this is the real conflict.",You should ask people what religions they belong to. Most people would say they do not belong to any! Then why are you imposing your religion wars on the society?,Question,MUSLIMS
We cannot allow Muslims into our country.,What about other religions? Why only Islam? Or is your concern against people in need?,Question,other
"I can accept fat people, what I cannot accept is obesity. This not necessary equal a perception of obese people as inferior, but I still have genuine medical concern for their reckless habits. And I think that most people share this point of view.",Unfortunately there is evidence that weight discrimination (for example in the US) is similar to gender or race discrimination. [link],Informative,other
"Children with Down Syndrome are a burden to society: they should be isolated, so that at least they do not hamper normal children's education.","Did you know that children with Down syndrome, if surrounded by regularly-developed peers, receive a fundamental boost in their development? This ""mix"" fosters a positive learning atmosphere and increases engagement and attention in all students. This mean that children with Down syndrome would be a burden to society if isolated, not the contrary.",Informative,DISABLED
"Nowadays the big problem in London is the presence of muslims, they must go away!",What have Muslim people done to you? Would you like to be on their place and be repatriated? These are serious words and one cannot say them without thinking of consequences!,Question,MUSLIMS
Islam is brainwashing its faithful. It is a horrible cult made of persons that reproduce continuously.,How can you use such language to describe a religion of 1.6 billion people?,Denouncing,MUSLIMS
I've been into Muslim shops in areas of Birmingham and they have refused to serve me. I've even seen signs saying 'No Whites After 8pm'.,Report to True Vision online. I am sure you know its illegal to discriminate by colour. But something tells me they may counter with cctv and the full story.,Denouncing,MUSLIMS
"The Quran is an anti-women's book, it encourages rape and violence against women.","Violence against women is an issue in all radical interpretations of religion, So why do we focus on Islam only?",Informative,MUSLIMS
We are forced to economically support all of the so called 'asylum seeker',Migrants who apply for asylum are only given basic support for the duration of the assessment of the application.,Informative,MIGRANTS
"We should have a flaming punishment on these Muslims, before they win.",Bloody retribution? An eye for an eye makes the whole world blind!,Denouncing,MUSLIMS
"All versions of Islam have sharia law, thus, they are all extreme. Not all Muslims are engaged in actual violences, but every Muslim knows that jihad is the core of their religion, and they all support it.","Dear friend, first of all, sharia law and Isalam are not extreme. Sharia law is a guidance for the goal of leading humanity close to God and live in kindness and justice with God's creation. Seond of all, jihad, based on the concept of Muslim, means struggle for the advancement of oneself within the guidelines of Islam. All these reveal that Islam is a peaceful religion.",Positive,MUSLIMS
Faggots are poisoning our children minds with their filthy depravity.,It is not true that homosexuals are poisoning our children minds. There are many soft-hearted and sensitive people among them.,Positive,LGBT+
"Our government has a liberal approach that pretends not to see violence against minors, Islamic radicalisation and so on. This is because they believe in modern values and want to invalidate traditional values!",Why would you say that? Actually there are many government organisations and NGOs that help and control the rape crimes.,Informative,MUSLIMS
Jews were responsible for the 9/11 attack.,"For each historical period there is something Jews are accused of. Today, someone can even claim that Jews are responsible for the alien invasion!",Informative,JEWS
Islam looks like a cult more than like a religion. It is beliefs make people rape children and commit violence. It should not be accepted in our country.,"Rape, enslavement, and murder are all common occurrences in the Bible. Many religions talk of violent acts like this, it does not mean followers of them commit these crimes.",Denouncing,MUSLIMS
"This is not the USA. We do not accept immigrants. And if they live here, they should have no rights since they are not true citizens.","They have the same rights as all other citizens in the US: to be protected from discrimination, to choose their own leaders and to be free of violence, rape, and murder.",Informative,POC
"Islam is a political ideology that promotes death by stoning for blasphemy, violence against women and homophobia.","Islam is a religion that was founded many centuries ago, and has been proven time and time again to be peaceful and tolerant. The main contention being made here is about the political interpretation of Islam, not about the religion itself.",Informative,MUSLIMS
Islam is brainwashing its faithful. It is a horrible cult made of persons that reproduce continuously.,Since when having family is portrayed in such dehumanizing way?,Denouncing,MUSLIMS
Islam is the worst ideology ever created .. Its teachings have caused great harm and destruction throughout the world.,Do you understand the seriousness of what you are saying? The religion of Islam has also been an enabler of some of the advances of civilisation.,Informative,MUSLIMS
Muslims need to oppose child rapists instead of talking about islam all the time. This way they would be a peaceful religion.,"Muslim people I know are strongly against any crime, and rapism is a sin in Islam. They talk to their children about that. Thus, they indeed counteract such cases.",Positive,MUSLIMS
We are not living in a state to welcome refugees.,Refugees are not a burden. We can welcome them and provide for their needs.,Positive,MIGRANTS
What if we didn't let faggots go to the polls?,"Our democracy guarantees this right for anyone regardless of sexual orientation, so we should allow the people to decide for themselves whether to take part in the democratic process.",Informative,LGBT+
The disabled are a burden to society.,"They are not, they just need a place to live without discrimination and a little support.",Positive,DISABLED
Muslims are not welcome in our country.,Islam is a religion of peace. It promotes cooperation and understanding between people. Why shouldn't Muslims be welcome here?,Informative,MUSLIMS
The world would be a better place without Muslims. They are only killing and raping our children.,No most are hard working honest people like every other religion and most abuse is from family or friends or within an institution. Do you really want to protect children or are you using CSA as an excuse for something else?,Denouncing,MUSLIMS
Never share a meal with a Muslim: you could catch HIV or Ebola.,Cearly this is not a way to catch a disease is it?,Informative,MUSLIMS
Anyone with half a brain can figure out that the Holocaust never happened.,"The holocaust happened. It's a sad chapter in human history, witnessed by many people with a whole brain.",Informative,JEWS
"You can visit my mosque, if you want, but please do not ask about sexual violence committed by muslim gangs in different cities of England.",No one's saying do not ask questions. Maybe if you did the answers would surprise you.,Informative,MUSLIMS
The migrants are a problem. They are not welcome in our country and they are always complaining.,This is not true. Most migrants are happy and they consider themselves to be part of the community.,Positive,MIGRANTS
"Women don't have the right to have it all and if they want to have a family, they must accept the role of the homemaker.",This idea that women should be a homemaker instead of contributing to our society and economy is just nonsense. A woman's right to choose what to do with her life and her body should not be restricted just because of the actions of a few men.,Positive,WOMEN
"Most religions cause death and despair, but Islam is the worst and cruelest of them all, it is nothing but trouble.",This is not true. Why do you think this?,Informative,MUSLIMS
I wish I live in a country that does not tolerate gay people.,"All countries must abide by the Universal Declaration of Human Rights, right?",Informative,LGBT+
Muslims use corporal and cruel punishment on people.,"Ha, well you never went to public school then!",Humor,MUSLIMS
Feminism is a selfish ideology: they only care about themselves.,"My definition of a feminist is a person who is against gender inequality, whether it be racial inequality, financial inequality, physical inequality, or any other aspect.",Informative,WOMEN
"If I cannot go to their countries and build a church, why should they come to our countries and build mosques?","Surprise - we are actually allowed to do this! Read on. Sacred Heart Cathedral in Lahor, Holy Trinity Cathedral in Karachi.",Informative,MUSLIMS
Muslims have no place in civilised Europe.,"Do you think Muslims don't have a place in a civilised society? I don't agree. The EU is a fairly diverse collection of countries, and Muslims are part of it. Do you really think that one group of people is incompatible with the rest of the EU because of their religion?",Informative,MUSLIMS
"A Muslim is so oversensitive, that we cannot raise our national flag.","This is such a tired excuse everyone one of those so called 'Muslims are offended by the flag' stories two minutes on google shows its always one person's word, never any evidence, loads of examples of other people with the same flag and often the fact that it was hung in a dangerous way, they punched a security guard, or pissed on the floor was not the reason why they were asked to leave.",Denouncing,MUSLIMS
We are not supposed to be importing immigrants. They are all a bunch of criminal and terrorists.,"You might be right that some immigrants are lawbreakers, but that does not mean that all immigrants are criminal and terrorists.",Informative,MIGRANTS
Using violence to punish another person? Sounds like a muslim issue.,Part of the problem is no one wants to hurt each other any more' quote from donald trump @POTUS maybe he is a closet muslim?,Informative,MUSLIMS
"Isis bride wants to return to the UK. We cannot permit this, so do not let her in and leave her where she is now. She is not a citizen of the UK!","A British dog born in a British stable is not a horse, but its still British. We have obligations both 'to' and 'for' our Citizen's, be they good or evil surely?",Informative,MUSLIMS
